Date,Open,High,Low,Close,Adj Close,Volume
2017-05-18,11.300000,11.300000,10.900000,11.300000,11.269786,21292800
2017-05-19,11.400000,11.500000,11.000000,11.100000,11.070321,7692600
2017-05-22,11.200000,11.200000,10.700000,10.800000,10.771123,7347300
2017-05-23,10.800000,12.400000,10.800000,12.300000,12.267113,37626700
2017-05-24,12.400000,13.000000,12.200000,12.900000,12.865507,11423400
2017-05-25,13.000000,14.300000,13.000000,14.200000,14.162032,21773700
2017-05-26,14.200000,14.300000,13.700000,14.100000,14.062300,7878600
2017-05-29,13.900000,14.200000,13.800000,14.000000,13.962566,5522000
2017-05-30,14.000000,15.100000,13.900000,15.100000,15.059626,21501700
2017-05-31,15.000000,15.000000,14.200000,14.500000,14.461230,13033100
2017-06-01,14.400000,14.800000,13.800000,13.800000,13.763102,11438400
2017-06-02,13.800000,13.900000,13.400000,13.600000,13.563637,10583100
2017-06-05,13.700000,14.200000,13.700000,13.700000,13.663368,7073300
2017-06-06,13.900000,13.900000,13.200000,13.500000,13.463903,4871800
2017-06-07,13.400000,14.300000,13.400000,14.200000,14.162032,20214000
2017-06-08,14.300000,15.800000,14.300000,15.700000,15.658021,27577400
2017-06-09,15.700000,15.800000,15.300000,15.400000,15.358823,18162200
2017-06-12,15.500000,15.600000,15.200000,15.400000,15.358823,5230600
2017-06-13,15.400000,15.900000,15.400000,15.600000,15.558289,17005800
2017-06-14,15.700000,16.000000,15.400000,15.500000,15.458556,16363600
2017-06-15,15.600000,15.700000,15.400000,15.500000,15.458556,3300800
2017-06-16,15.600000,15.600000,15.200000,15.500000,15.458556,4844400
2017-06-19,15.600000,15.600000,15.200000,15.300000,15.259091,6372700
2017-06-20,15.300000,15.300000,14.500000,14.700000,14.660695,10392000
2017-06-21,14.700000,15.300000,14.700000,14.900000,14.860160,6634200
2017-06-22,15.000000,15.100000,14.900000,14.900000,14.860160,2195500
2017-06-23,15.000000,15.400000,14.900000,15.000000,14.959893,8118200
2017-06-26,15.100000,15.200000,14.700000,14.700000,14.660695,4544700
2017-06-27,14.600000,14.700000,13.700000,13.900000,13.862834,11651000
2017-06-28,13.700000,14.200000,13.700000,13.900000,13.862834,5935100
2017-06-29,14.000000,14.600000,13.900000,14.000000,13.962566,14097500
2017-06-30,14.100000,14.100000,13.800000,13.800000,13.763102,7081000
2017-07-03,13.800000,14.100000,13.800000,14.000000,13.962566,3127200
2017-07-04,14.000000,14.400000,14.000000,14.400000,14.361497,7089300
2017-07-05,14.500000,14.600000,14.100000,14.200000,14.162032,6639400
2017-07-06,14.200000,14.200000,13.900000,14.000000,13.962566,3945700
2017-07-07,14.000000,14.700000,14.000000,14.500000,14.461230,17319800
2017-07-11,14.500000,15.000000,14.300000,14.300000,14.261765,11168500
2017-07-12,14.400000,14.500000,14.300000,14.500000,14.461230,5919400
2017-07-13,14.500000,14.500000,14.300000,14.400000,14.361497,4581200
2017-07-14,14.400000,14.400000,14.300000,14.300000,14.261765,2366400
2017-07-17,14.300000,14.600000,14.300000,14.500000,14.461230,4107700
2017-07-18,14.500000,14.600000,14.300000,14.500000,14.461230,6063600
2017-07-19,14.500000,14.600000,13.900000,13.900000,13.862834,13668800
2017-07-20,14.100000,14.200000,13.700000,14.000000,13.962566,10451500
2017-07-21,14.100000,14.600000,13.900000,14.400000,14.361497,7591000
2017-07-24,14.400000,14.600000,14.300000,14.400000,14.361497,1598800
2017-07-25,14.400000,14.700000,14.300000,14.400000,14.361497,5618200
2017-07-26,14.500000,14.500000,14.300000,14.500000,14.461230,1499300
2017-07-27,14.500000,14.600000,14.400000,14.600000,14.560963,1478300
2017-07-31,14.600000,15.200000,14.600000,15.100000,15.059626,19760900
2017-08-01,15.200000,15.500000,14.500000,14.500000,14.461230,18803000
2017-08-02,14.500000,14.900000,14.500000,14.700000,14.660695,4471100
2017-08-03,14.900000,15.100000,14.800000,14.800000,14.760427,5062400
2017-08-04,14.900000,14.900000,14.700000,14.700000,14.660695,1085000
2017-08-07,14.800000,14.800000,14.300000,14.300000,14.261765,2822600
2017-08-08,14.300000,14.300000,13.700000,13.800000,13.763102,8979700
2017-08-09,13.800000,13.800000,12.800000,13.300000,13.264439,9659700
2017-08-10,13.200000,13.600000,13.000000,13.400000,13.364171,6411700
2017-08-11,13.400000,13.400000,12.800000,13.000000,12.965240,5115000
2017-08-15,13.000000,13.500000,13.000000,13.300000,13.264439,10046400
2017-08-16,13.400000,13.400000,13.200000,13.300000,13.264439,5173200
2017-08-17,13.200000,13.600000,13.200000,13.600000,13.563637,4360500
2017-08-18,13.600000,13.600000,13.300000,13.500000,13.463903,3198700
2017-08-21,13.400000,13.800000,13.400000,13.600000,13.563637,3289100
2017-08-22,13.700000,13.800000,13.500000,13.700000,13.663368,2689900
2017-08-23,13.700000,13.900000,13.700000,13.700000,13.663368,5938400
2017-08-24,13.700000,13.800000,13.700000,13.700000,13.663368,1405200
2017-08-25,13.800000,14.000000,13.700000,13.800000,13.763102,3886100
2017-08-28,14.200000,14.200000,14.200000,14.200000,14.162032,637800
2017-08-29,14.200000,14.800000,14.200000,14.700000,14.660695,17008000
2017-08-30,14.800000,15.400000,14.800000,15.300000,15.259091,13130700
2017-08-31,15.300000,16.500000,15.300000,16.000000,15.957219,31511600
2017-09-01,16.100000,16.200001,15.700000,15.800000,15.757754,6290800
2017-09-04,15.900000,16.299999,15.900000,16.100000,16.056952,11923500
2017-09-05,16.200001,16.200001,15.900000,15.900000,15.857486,4821000
2017-09-06,16.000000,16.200001,15.900000,16.000000,15.957219,7442700
2017-09-07,16.000000,16.299999,15.800000,15.900000,15.857486,9000200
2017-09-08,16.000000,16.100000,15.900000,16.000000,15.957219,5531400
2017-09-11,16.100000,17.000000,16.100000,16.700001,16.655348,13857500
2017-09-12,16.900000,17.600000,16.700001,17.400000,17.353476,15021200
2017-09-13,17.299999,18.200001,17.200001,17.900000,17.852139,13999500
2017-09-14,17.900000,18.500000,17.799999,18.200001,18.151337,8243600
2017-09-15,18.299999,18.400000,17.200001,17.600000,17.552942,14201600
2017-09-18,17.600000,17.900000,17.299999,17.600000,17.552942,7912400
2017-09-19,17.700001,17.799999,17.400000,17.500000,17.453209,3648500
2017-09-20,17.600000,18.799999,17.600000,18.700001,18.650002,13869200
2017-09-21,18.600000,18.799999,18.299999,18.500000,18.450535,6154600
2017-09-22,18.799999,19.400000,18.799999,19.100000,19.048931,11070300
2017-09-25,19.799999,20.000000,19.400000,19.400000,19.348127,14185300
2017-09-26,19.299999,19.299999,18.200001,18.500000,18.450535,9065500
2017-09-27,18.500000,18.700001,18.400000,18.600000,18.550268,3779500
2017-09-28,18.600000,19.000000,18.500000,18.700001,18.650002,1687100
2017-09-29,18.900000,18.900000,18.100000,18.500000,18.450535,2115500
2017-10-02,18.700001,19.299999,18.400000,18.900000,18.849464,7275100
2017-10-03,19.000000,19.000000,18.600000,18.700001,18.650002,2700600
2017-10-04,19.000000,19.000000,18.600000,18.700001,18.650002,2425400
2017-10-05,18.700001,18.799999,18.400000,18.700001,18.700001,875500
2017-10-06,18.799999,19.299999,18.700001,18.900000,18.900000,3209300
2017-10-09,18.900000,19.200001,18.799999,18.900000,18.900000,1637800
2017-10-10,18.900000,19.299999,18.700001,19.299999,19.299999,2987700
2017-10-11,19.400000,20.200001,19.299999,19.400000,19.400000,10358500
2017-10-12,19.299999,19.400000,19.000000,19.000000,19.000000,3002700
2017-10-16,18.799999,18.799999,18.799999,18.799999,18.799999,242200
2017-10-17,18.799999,18.799999,18.500000,18.600000,18.600000,2175100
2017-10-18,18.600000,18.700001,18.400000,18.400000,18.400000,2113000
2017-10-19,18.299999,18.400000,17.400000,17.799999,17.799999,5399200
2017-10-20,17.799999,18.400000,17.700001,18.100000,18.100000,3022400
2017-10-24,18.100000,18.700001,18.100000,18.600000,18.600000,2904800
2017-10-25,18.600000,18.900000,18.600000,18.900000,18.900000,2400400
2017-10-27,18.900000,20.000000,18.900000,20.000000,20.000000,8802700
